participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,WordIndex,Word,responseTime,sampleTimeMs,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,35,2903268,116,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,79,2903312,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,131,2903364,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,190,2903423,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,241,2903474,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,283,2903516,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,334,2903566,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,385,2903617,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,427,2903660,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,477,2903710,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
L2LPDHEX,69f4f5fd64f711ea025bea82,2,int,15,3,12,13,-1,999,531,2903763,115,94,,,,,,,Increased activity when looking at faces; decreased activity when looking at cars,1,,,2026-07-02,2026-07-02,2026-07-02T21:00:11.835Z,15:00:11,2026-07-02 15:00:11,,,,,,,spotlight-prolific
