participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,WordIndex,Word,responseTime,mousePositionX,mousePositionY,Regression,clickDurationMs,relativeXInWord,relativeYInWord,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,position_in_text,text_total_viewing_time_ms,saccade_start_x,saccade_start_y,saccade_start_time,saccade_end_x,saccade_end_y,saccade_end_time,saccade_length_px,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,1, The ,667,944,153,0,267.4000000022352,0.030986359694078133,0.63828125,132.46875,941.771875,172.46875,981.40625,1,1,One group was given oxytocin; the other was given placebo,1,1,44309,944,153,667,982,152,1578,38.01,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,2, scientists ,1578,982,152,0,633,0.9944642151047846,0.51328125,132.46875,981.40625,172.46875,1060.4375,1,2,One group was given oxytocin; the other was given placebo,1,2,44309,982,152,1578,1062,153,2046,80.01,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,3, scanned ,2046,1062,153,0,468.1000000014901,0.9931565440547476,0.61328125,132.46875,1060.4375,172.46875,1133.5,1,3,One group was given oxytocin; the other was given placebo,1,3,44309,1062,153,2046,1059,159,2528,6.71,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,2, scientists ,2528,1059,159,1,206,0.9944642151047846,0.68828125,132.46875,981.40625,172.46875,1060.4375,1,2,One group was given oxytocin; the other was given placebo,1,2,44309,1059,159,2528,1063,161,2810,4.47,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,3, scanned ,2810,1063,161,0,282.5,0.9931565440547476,0.81328125,132.46875,1060.4375,172.46875,1133.5,1,3,One group was given oxytocin; the other was given placebo,1,3,44309,1063,161,2810,1136,165,3161,73.11,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,4, the ,3161,1136,165,0,350.0999999977648,0.9823100936524454,0.78828125,132.46875,1133.5,172.46875,1163.53125,1,4,One group was given oxytocin; the other was given placebo,1,4,44309,1136,165,3161,1164,164,3389,28.02,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,5, brains ,3389,1164,164,0,228.40000000223517,0.9525737420474263,0.83828125,132.46875,1163.53125,172.46875,1217.5625,1,5,One group was given oxytocin; the other was given placebo,1,5,44309,1164,164,3389,1239,167,3722,75.06,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,7, 17 ,3722,1239,167,0,278.1000000014901,0.9357053682896379,0.93828125,132.46875,1237.578125,172.46875,1262.609375,1,7,One group was given oxytocin; the other was given placebo,1,7,44309,1239,167,3722,1263,170,3989,24.19,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,8, young ,3989,1263,170,0,266.19999999925494,0.9693553050014455,0.88828125,132.46875,1262.609375,172.46875,1316.65625,1,8,One group was given oxytocin; the other was given placebo,1,8,44309,1263,170,3989,1317,168,4278,54.04,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,9, people ,4278,1317,168,0,289.5,0.9878306878306878,0.73828125,132.46875,1316.65625,172.46875,1375.71875,1,9,One group was given oxytocin; the other was given placebo,1,9,44309,1317,168,4278,1376,162,4772,59.30,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,10, aged ,4772,1376,162,0,494.19999999925494,0.006243496357960458,0.76328125,132.46875,1375.71875,172.46875,1420.765625,1,10,One group was given oxytocin; the other was given placebo,1,10,44309,1376,162,4772,1373,163,5072,3.16,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,9, people ,5072,1373,163,1,300.20000000298023,0.953968253968254,0.81328125,132.46875,1316.65625,172.46875,1375.71875,1,9,One group was given oxytocin; the other was given placebo,1,9,44309,1373,163,5072,1376,166,5338,4.24,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,10, aged ,5338,1376,166,0,265.69999999925494,0.9830038154699965,0.86328125,132.46875,1375.71875,172.46875,1420.765625,1,10,One group was given oxytocin; the other was given placebo,1,10,44309,1376,166,5338,1421,167,5805,45.01,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,11, eight ,5805,1421,167,0,466.69999999925494,0.9815537424618659,0.76328125,132.46875,1420.765625,172.46875,1464.8125,1,11,One group was given oxytocin; the other was given placebo,1,11,44309,1421,167,5805,1465,163,6033,44.18,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,12, to ,6033,1465,163,0,228.30000000074506,0.9586260733801717,0.76328125,132.46875,1464.8125,172.46875,1484.828125,1,12,One group was given oxytocin; the other was given placebo,1,12,44309,1465,163,6033,1485,163,6272,20.00,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,13, 16 ,6272,1485,163,0,239.09999999776483,0.9656679151061174,0.76328125,132.46875,1484.828125,172.46875,1509.859375,1,13,One group was given oxytocin; the other was given placebo,1,13,44309,1485,163,6272,1510,163,6460,25.00,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
VZ9TXYY2,69ec90bea56a759c694e38f6,2,int,15,3,13,14,14, with ,6460,1510,163,0,188.10000000149012,0.9763613338961588,0.76328125,132.46875,1509.859375,172.46875,1546.875,1,14,One group was given oxytocin; the other was given placebo,1,14,44309,1510,163,6460,1547,163,6633,37.00,,,2026-07-08,2026-07-08,2026-07-08T17:21:28.252Z,14:21:28,2026-07-08 14:21:28,,,,,,,spotlight-prolific
