participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,word_index,WordIndex,word,response,response_correct,line_number,position_in_line,click_count,skipped,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,go_past_time_ms,Wilcox go past,IA_REGRESSION_IN,IA_REGRESSION_OUT,text_total_viewing_time_ms,first_click_x,first_click_duration_ms,total_duration_ms,next_click_regression,first_click_y,x_distance_from_previous_click_px,x_distance_from_previous_click_chars,first_click_x_from_word_left_chars,first_click_x_from_word_center_chars,first_click_x_from_line_start_px,first_click_x_from_line_start_chars,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,1,1, The ,No,1,1,1,2,0,267,850.7999999523163,266.7000000476837,267,258,1,0,14879,334,266.7000000476837,850.7999999523163,0,74,,,0.1014,-2.3986,0.82,0.1014,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,2,2, coastal ,No,1,1,2,3,0,567,1806.8000000715256,567,567,585,1,1,14879,375,567,1806.8000000715256,0,82,41.00,5.9516,0.1633,-4.3367,41.82,6.0714,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,3,3, tram ,No,1,1,3,2,0,317,776,316.5,317,302,0,0,14879,436,316.5,776,0,78,61.00,9.1500,0.0187,-2.9812,102.82,15.4237,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,4,4, arrived ,No,1,1,4,2,0,851,2018.2999999523163,850.8999999761581,851,850,0,0,14879,477,850.8999999761581,2018.2999999523163,0,79,41.00,6.1500,0.1687,-4.3312,143.82,21.5737,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,5,5, at ,No,1,1,5,1,0,316,316.10000002384186,316.10000002384186,316,3835,0,1,14879,536,316.10000002384186,316.10000002384186,1,77,59.00,11.8000,0.0250,-1.9750,202.82,40.5650,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,6,6,,No,1,,,0,1,,,,,,,,14879,,,,,,,,,,,,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,7,7, station ,No,1,1,7,1,0,567,567.0999999046326,567.0999999046326,567,563,0,0,14879,586,567.0999999046326,567.0999999046326,0,84,110.00,17.0690,0.0194,-4.4806,252.82,39.2315,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,8,8, two ,No,1,1,8,1,0,618,617.5,617.5,618,638,0,0,14879,644,617.5,617.5,0,85,58.00,8.7879,0.0189,-2.4811,310.82,47.0947,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,9,9, minutes ,No,1,1,9,1,0,899,898.8000000715256,898.8000000715256,899,863,0,0,14879,677,898.8000000715256,898.8000000715256,0,80,33.00,4.4328,0.0168,-4.4832,343.82,46.1854,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
L2NUB793,69840dd69c47824aecc41fcf,2,int,,,900,1,10,10,,No,1,,,0,1,,,,,,,,14879,,,,,,,,,,,,Computer Trackpad,Right,2026-07-02,2026-07-02,2026-07-02T20:53:53.667Z,16:53:53,2026-07-02 16:53:53,2026-07-02,2026-07-02T21:24:34.593Z,17:24:34,2026-07-02 17:24:34,1840926,1840926,spotlight-prolific
