participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,WordIndex,Word,responseTime,sampleTimeMs,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,74, when ,1718,1766752,679,338,310.066650390625,662.63330078125,330.066650390625,710.6833038330078,6,7,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,30, while ,1769,1766803,530,205,190.06666564941406,502.5,210.06666564941406,548.5333404541016,3,3,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,16, oxytocin ,1818,1766852,472,162,150.06666564941406,458.4666748046875,170.06666564941406,529.5166778564453,2,2,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,15, either ,1869,1766903,458,160,150.06666564941406,408.41668701171875,170.06666564941406,458.4666748046875,2,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,15, either ,1921,1766955,435,163,150.06666564941406,408.41668701171875,170.06666564941406,458.4666748046875,2,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,15, either ,1972,1767006,432,162,150.06666564941406,408.41668701171875,170.06666564941406,458.4666748046875,2,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,15, either ,2022,1767056,431,149,150.06666564941406,408.41668701171875,170.06666564941406,458.4666748046875,2,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,1, Scientists ,2073,1767107,424,131,110.06666564941406,408.41668701171875,130.06666564941406,490.45001220703125,1,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,1, Scientists ,2124,1767157,423,130,110.06666564941406,408.41668701171875,130.06666564941406,490.45001220703125,1,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,1, Scientists ,2174,1767208,423,127,110.06666564941406,408.41668701171875,130.06666564941406,490.45001220703125,1,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,1, Scientists ,2225,1767258,434,124,110.06666564941406,408.41668701171875,130.06666564941406,490.45001220703125,1,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,1, Scientists ,2275,1767309,472,121,110.06666564941406,408.41668701171875,130.06666564941406,490.45001220703125,1,1,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
8DKKDZ4B,EmTest1,1,ele,15,3,28,29,2, tested ,2325,1767359,502,122,110.06666564941406,490.45001220703125,130.06666564941406,544.5000152587891,1,2,One group was given oxytocin; the other was given placebo,1,,,,,1970-01-01T00:00:00.569Z,,,,,,,,,spotlight-prolific
