participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,WordIndex,Word,responseTime,sampleTimeMs,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,31,168475,357,112,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,82,168526,352,108,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,132,168576,348,103,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,182,168626,342,98,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,232,168677,340,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,281,168726,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,332,168776,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,382,168826,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,432,168876,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,482,168926,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,531,168976,339,96,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,582,169026,345,98,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,631,169076,356,106,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,681,169125,365,111,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,732,169176,374,113,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,782,169226,380,114,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,832,169276,386,115,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,-1,999,881,169325,395,116,,,,,,,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,931,169375,414,118,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,982,169426,444,125,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1032,169476,459,130,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1082,169526,462,131,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1132,169576,465,131,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1181,169625,470,132,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1232,169676,472,132,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1282,169726,472,131,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1332,169776,472,129,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,1, Scientists ,1382,169826,480,128,109.2734375,400.375,129.7734375,482.40625,1,1,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1432,169876,501,127,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1482,169926,520,129,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1531,169976,527,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1582,170026,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1632,170076,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1683,170127,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1732,170176,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1783,170227,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1832,170276,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1882,170327,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1932,170376,528,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
ZJ3GA6RN,rainetest1,1,ele,15,3,3,4,2, tested ,1981,170426,530,130,109.2734375,482.40625,129.7734375,536.4453125,1,2,One group looked at images of cars; the other looked at images of facial expressions,0,,,2026-07-07,2026-07-07,2026-07-07T18:18:25.544Z,14:18:25,2026-07-07 14:18:25,,,,,,,spotlight-prolific
